,tail_num,manufacturer,model
2645,N972NN,BOEING,737-823
2646,N919NN,BOEING,737-823
2647,N846NN,BOEING,737-823
2648,N856NN,BOEING,737-823
2649,N969NN,BOEING,737-823
2650,N315PE,BOEING,737-800
2651,N976NN,BOEING,737-823
2652,N934NN,BOEING,737-823
2653,N853NN,BOEING,737-823
2654,N992AN,BOEING,737-823
2655,N973AN,BOEING,737-823
2656,N922AN,BOEING,737-823
2657,N952AA,BOEING,737-823
2658,N954NN,BOEING,737-823
2659,N357PV,BOEING,737-800
2660,N934AN,BOEING,737-823
2661,N185AN,BOEING,757-223
2662,N692AA,BOEING,757-223
2663,N184AN,BOEING,757-223
2664,N187AN,BOEING,757-223
2665,N938AN,BOEING,737-823
2666,N803NN,BOEING,737-823
2667,N301NW,BOEING,737-800
2668,N358PW,BOEING,737-800
2669,N938NN,BOEING,737-823
2670,N917NN,BOEING,737-823
2671,N834NN,BOEING,737-823
2672,N921AN,BOEING,737-823
2673,N957AN,BOEING,737-823
2674,N976AN,BOEING,737-823
2675,N904NN,BOEING,737-823
2676,N916NN,BOEING,737-823
2677,N967NN,BOEING,737-823
2678,N977NN,BOEING,737-823
2679,N961AN,BOEING,737-823
2680,N852NN,BOEING,737-823
2681,N946NN,BOEING,737-823
2682,N839NN,BOEING,737-823
2683,N335PH,BOEING,737-800
2684,N940AN,BOEING,737-823
2685,N808NN,BOEING,737-823
2686,N956NN,BOEING,737-823
2687,N915NN,BOEING,737-823
2688,N903NN,BOEING,737-823
2689,N835NN,BOEING,737-823
2690,N306PB,BOEING,737-800
2691,N927NN,BOEING,737-823
2692,N935AN,BOEING,737-823
2693,N962NN,BOEING,737-823
2694,N301PA,BOEING,737-800
2695,N826NN,BOEING,737-823
2696,N837NN,BOEING,737-823
2697,N804NN,BOEING,737-823
2698,N964NN,BOEING,737-823
2699,N343PN,BOEING,737-800
2700,N873NN,BOEING,737-823
2701,N951AA,BOEING,737-823
2702,N963NN,BOEING,737-823
2703,N355PU,BOEING,737-800
2704,N121AN,AIRBUS,A321-231
2705,N905NN,BOEING,737-823
2706,N9677W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
2707,N996AN,AIRBUS,A321-231
2708,N316PF,BOEING,737-800
2709,N135NN,AIRBUS,A321-231
2710,N802NN,BOEING,737-823
2711,N905AN,BOEING,737-823
2712,N859NN,BOEING,737-823
2713,N70020,AIRBUS,A319-115
2714,N9019F,AIRBUS,A319-115
2715,N8027D,AIRBUS,A319-115
2716,N338PK,BOEING,737-800
2717,N895NN,BOEING,737-823
2718,N342PM,BOEING,737-800
2719,N870NN,BOEING,737-823
2720,N359PX,BOEING,737-800
2721,N972AN,BOEING,737-823
2722,N829NN,BOEING,737-823
2723,N966AN,BOEING,737-823
2724,N830NN,BOEING,737-823
2725,N982AN,BOEING,737-823
2726,N936NN,BOEING,737-823
2727,N949NN,BOEING,737-823
2728,N879NN,BOEING,737-823
2729,N978NN,BOEING,737-823
2730,N952NN,BOEING,737-823
2731,N850NN,BOEING,737-823
2732,N988NN,BOEING,737-823
2733,N884NN,BOEING,737-823
2734,N989NN,BOEING,737-823
2735,N928AM,AIRBUS,A321-231
2736,N998NN,BOEING,737-800
2737,N965AN,BOEING,737-823
2738,N919AN,BOEING,737-823
2739,N970AN,BOEING,737-823
2740,N985NN,BOEING,737-823
2741,N974AN,BOEING,737-823
2742,N900UW,AIRBUS,A321-231
2743,N137AA,AIRBUS,A321-231
2744,N932AM,AIRBUS,A321-231
2745,N349AN,BOEING,767-323
2746,N862NN,BOEING,737-823
2747,N127AA,AIRBUS,A321-231
2748,N827NN,BOEING,737-823
2749,N854NN,BOEING,737-823
2750,N896NN,BOEING,737-823
2751,N943AN,BOEING,737-823
2752,N996NN,BOEING,737-823
2753,N891NN,BOEING,737-823
2754,N945NN,BOEING,737-823
2755,N877NN,BOEING,737-823
2756,N968AN,BOEING,737-823
2757,N989AN,BOEING,737-823
2758,N801NN,BOEING,737-823
2759,N944NN,BOEING,737-823
2760,N969AN,BOEING,737-823
2761,N965NN,BOEING,737-823
2762,N948NN,BOEING,737-823
2763,N926NN,BOEING,737-823
2764,N812NN,BOEING,737-823
2765,N943NN,BOEING,737-823
2766,N838NN,BOEING,737-823
2767,N902NN,BOEING,737-823
2768,N703UW,AIRBUS INDUSTRIE,A319-112
2769,N844NN,BOEING,737-823
2770,N851NN,BOEING,737-823
2771,N983AN,BOEING,737-823
2772,N957NN,BOEING,737-823
2773,N907AA,AIRBUS,A321-231
2774,N929AA,AIRBUS,A321-231
2775,N845NN,BOEING,737-823
2776,N855NN,BOEING,737-823
2777,N906NN,BOEING,737-823
2778,N982NN,BOEING,737-823
2779,N890NN,BOEING,737-823
2780,N953NN,BOEING,737-823
2781,N201JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
2782,N870RW,EMBRAER,ERJ 170-100SU
2783,N213JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
2784,N207JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
2785,N214JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
2786,N215JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
2787,N823MD,EMBRAER,ERJ 170-100SU
2788,N882RW,EMBRAER,ERJ 170-100 LR
2789,N871RW,EMBRAER,ERJ 170-100SU
2790,N208JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
2791,N818MD,EMBRAER,ERJ 170-100SU
2792,N641RW,EMBRAER,ERJ 170-100 SE
2793,N730YX,EMBRAER S A,ERJ 170-200 LR
2794,N723YX,EMBRAER S A,ERJ 170-200 LR
2795,N859RW,EMBRAER,ERJ 170-100 SE
2796,N655RW,EMBRAER,ERJ 170-100 SE
2797,N746YX,EMBRAER S A,ERJ 170-200 LR
2798,N725YX,EMBRAER S A,ERJ 170-200 LR
2799,N647RW,EMBRAER,ERJ 170-100 SE
2800,N636RW,EMBRAER,ERJ 170-100 SE
2801,N635RW,EMBRAER,ERJ 170-100 SE
2802,N643RW,EMBRAER,ERJ 170-100 SE
2803,N863RW,EMBRAER,ERJ 170-100 SE
2804,N62896,BOEING,737-900ER
2805,N4901U,AIRBUS,A320-232
2806,N62895,BOEING,737-900ER
2807,N76532,BOEING,737-824
2808,N896UA,AIRBUS,A319-132
2809,N983AT,BOEING,717-200
2810,N819DX,BOEING,757-26D
2811,N331PQ,BOMBARDIER INC,CL-600-2D24
2812,N301PQ,BOMBARDIER INC,CL-600-2D24
2813,N942LL,EMBRAER,EMB-145LR
2814,N662EH,EMBRAER,EMB-145LR
2815,N258NN,EMBRAER,ERJ 170-200 LR
2816,N239NN,EMBRAER S A,ERJ 170-200 LR
2817,N240NN,EMBRAER S A,ERJ 170-200 LR
2818,N229NN,EMBRAER S A,ERJ 170-200 LR
2819,N241NN,EMBRAER S A,ERJ 170-200 LR
2820,N251NN,EMBRAER S A,ERJ 170-200 LR
2821,N254NN,EMBRAER S A,ERJ 170-200 LR
2822,N220NN,EMBRAER,ERJ 170-200 LR
2823,N905JH,EMBRAER,EMB-145LR
2824,N933JN,EMBRAER,EMB-145LR
2825,N681AE,EMBRAER,EMB-145LR
2826,N928AE,EMBRAER,EMB-145LR
2827,N685NK,AIRBUS,A321-231
2828,N664NK,AIRBUS,A321-231
2829,N670NK,AIRBUS,A321-231
2830,N653NK,AIRBUS,A320-232
2831,N649NK,AIRBUS,A320-232
2832,N647NK,AIRBUS,A320-232
2833,N686NK,AIRBUS,A321-231
2834,N673NK,AIRBUS,A321-231
2835,N677NK,AIRBUS,A321-231
2836,N648NK,AIRBUS,A320-232
2837,N500AE,BOMBARDIER INC,CL-600-2C10
2838,N879AS,BOMBARDIER INC,CL-600-2B19
2839,N262SY,EMBRAER S A,ERJ 170-200 LR
2840,N213SY,EMBRAER S A,ERJ 170-200 LR
2841,N166SY,EMBRAER S A,ERJ 170-200 LR
2842,N937EV,BOMBARDIER INC,CL-600-2B19
2843,N200SY,EMBRAER S A,ERJ 170-200 LR
2844,N932AN,BOEING,737-823
2845,N918NN,BOEING,737-823
2846,N995AN,AIRBUS,A321-231
2847,N909AM,AIRBUS,A321-231
2848,N871NN,BOEING,737-823
2849,N904AN,BOEING,737-823
2850,N925AN,BOEING,737-823
2851,N897NN,BOEING,737-823
2852,N922NN,BOEING,737-823
2853,N874NN,BOEING,737-823
2854,N958NN,BOEING,737-823
2855,N819NN,BOEING,737-823
2856,N971TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
2857,N7541A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
2858,N966TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
2859,N941AN,BOEING,737-823
2860,N932NN,BOEING,737-823
2861,N960NN,BOEING,737-823
2862,N306NY,BOEING,737-800
2863,N152AA,AIRBUS,A321-231
2864,N138AN,AIRBUS,A321-231
2865,N910AU,AIRBUS,A321-231
2866,N901AN,BOEING,737-823
2867,N9618A,MCDONNELL DOUGLAS,DC-9-83(MD-83)
2868,N928NN,BOEING,737-823
2869,N848NN,BOEING,737-823
2870,N317PG,BOEING,737-800
2871,N907NN,BOEING,737-823
2872,N920NN,BOEING,737-823
2873,N831NN,BOEING,737-823
2874,N200NV,BOEING,737-800
2875,N960AN,BOEING,737-823
2876,N981AN,BOEING,737-823
2877,N813NN,BOEING,737-823
2878,N889NN,BOEING,737-823
2879,N924AN,BOEING,737-823
2880,N995NN,BOEING,737-823
2881,N836NN,BOEING,737-823
2882,N907AN,BOEING,737-823
2883,N908AN,BOEING,737-823
2884,N927AN,BOEING,737-823
2885,N818NN,BOEING,737-823
2886,N843NN,BOEING,737-823
2887,N947NN,BOEING,737-823
2888,N993AN,AIRBUS,A321-231
2889,N931AM,AIRBUS,A321-231
2890,N150NN,AIRBUS,A321-231
2891,N153AN,AIRBUS,A321-231
2892,N991NN,BOEING,737-823
2893,N931NN,BOEING,737-823
2894,N811NN,BOEING,737-823
2895,N997AA,AIRBUS,A321-231
2896,N861NN,BOEING,737-823
2897,N899NN,BOEING,737-823
2898,N966NN,BOEING,737-823
2899,N979NN,BOEING,737-823
2900,N823NN,BOEING,737-823
2901,N934AA,AIRBUS,A321-231
2902,N142AN,AIRBUS,A321-231
2903,N984NN,BOEING,737-823
2904,N997NN,BOEING,737-823
2905,N939NN,BOEING,737-823
2906,N912AN,BOEING,737-823
2907,N929AN,BOEING,737-823
2908,N337PJ,BOEING,737-800
2909,N993NN,BOEING,737-823
2910,N933NN,BOEING,737-823
2911,N881NN,BOEING,737-823
2912,N939AN,BOEING,737-823
2913,N992NN,BOEING,737-823
2914,N908AA,AIRBUS,A321-231
2915,N806NN,BOEING,737-823
2916,N866NN,BOEING,737-823
2917,N140AN,AIRBUS,A321-231
2918,N933AM,AIRBUS,A321-231
2919,N154AA,AIRBUS,A321-231
2920,N930AN,BOEING,737-823
2921,N935NN,BOEING,737-823
2922,N959AN,BOEING,737-823
2923,N194AA,BOEING,757-223
2924,N173AN,BOEING,757-223
2925,N175AN,BOEING,757-223
2926,N928AN,BOEING,737-823
2927,N857NN,BOEING,737-823
2928,N9021H,AIRBUS,A319-115
2929,N90024,AIRBUS,A319-115
2930,N4005X,AIRBUS,A319-115
2931,N308FR,AIRBUS,A320-251N
2932,N322FR,AIRBUS,A320-251N
2933,N712FR,AIRBUS,A321-211
2934,N309FR,AIRBUS,A320-251N
2935,N710FR,AIRBUS,A321-211
2936,N77537,BOEING,737-800
2937,N781UA,BOEING,777-222
2938,N898UA,AIRBUS,A319-132
2939,N76533,BOEING,737-824
2940,N775UA,BOEING,777-222
2941,N892UA,AIRBUS,A319-132
2942,N899UA,AIRBUS,A319-132
2943,N817DN,BOEING,737-932ER
2944,N345NW,AIRBUS INDUSTRIE,A320-212
2945,N270AK,BOEING,737-900ER
2946,N595JB,AIRBUS,A320-232
2947,N923AE,EMBRAER,EMB-145LR
2948,N645AE,EMBRAER,EMB-145LR
2949,N265SY,EMBRAER S A,ERJ 170-200 LL
2950,N896SK,BOMBARDIER INC,CL-600-2D24
2951,N439SW,BOMBARDIER INC,CL-600-2B19
2952,N854AS,BOMBARDIER INC,CL-600-2B19
2953,N465SW,BOMBARDIER INC,CL-600-2B19
2954,N209SY,EMBRAER S A,ERJ 170-200 LR
2955,N162SY,EMBRAER S A,ERJ 170-200 LR
2956,N203SY,EMBRAER S A,ERJ 170-200 LR
2957,N863AS,BOMBARDIER INC,CL-600-2B19
2958,N211SY,EMBRAER S A,ERJ 170-200 LR
2959,N204SY,EMBRAER S A,ERJ 170-200 LR
2960,N936AN,BOEING,737-823
2961,N849NN,BOEING,737-823
2962,N973NN,BOEING,737-823
2963,N883NN,BOEING,737-823
2964,N961NN,BOEING,737-823
2965,N912NN,BOEING,737-823
2966,N898NN,BOEING,737-823
2967,N931AN,BOEING,737-823
2968,N723UW,AIRBUS INDUSTRIE,A319-112
2969,N828AW,AIRBUS INDUSTRIE,A319-132
2970,N819AW,AIRBUS INDUSTRIE,A319-132
2971,N902AN,BOEING,737-823
2972,N909NN,BOEING,737-823
2973,N163AA,AIRBUS,A321-231
2974,N933AN,BOEING,737-823
2975,N970NN,BOEING,737-823
2976,N807AW,AIRBUS INDUSTRIE,A319-132
2977,N940NN,BOEING,737-823
2978,N942NN,BOEING,737-823
2979,N867NN,BOEING,737-823
2980,N882NN,BOEING,737-823
2981,N908NN,BOEING,737-823
2982,N937NN,BOEING,737-823
2983,N817NN,BOEING,737-823
2984,N902AA,AIRBUS,A321-231
2985,N136AN,AIRBUS,A321-231
2986,N352PS,BOEING,737-800
2987,N892NN,BOEING,737-823
2988,N989AU,AIRBUS,A321-231
2989,N151AN,AIRBUS,A321-231
2990,N164NN,AIRBUS,A321-231
2991,N923NN,BOEING,737-823
2992,N990NN,BOEING,737-823
2993,N916AN,BOEING,737-823
2994,N813AN,BOEING,787-8
2995,N814AA,BOEING,787-8
2996,N816AA,BOEING,787-8
2997,N803AL,BOEING,787-8
2998,N887NN,BOEING,737-823
2999,N937AN,BOEING,737-823
3000,N303FR,AIRBUS,A320-251N
3001,N305FR,AIRBUS,A320-251N
3002,N313FR,AIRBUS,A320-251N
3003,N317FR,AIRBUS,A320-251N
3004,N715FR,AIRBUS,A321-211
3005,N897UA,AIRBUS,A319-132
3006,N61898,BOEING,737-900ER
3007,N769UA,BOEING,777-222
3008,N223UA,BOEING,777-222
3009,N780UA,BOEING,777-222
3010,N3756,BOEING,737-832
3011,N383DN,BOEING,737-832
3012,N273AK,BOEING,737-900ER
3013,N247AK,BOEING,737-990ER
3014,N611AS,BOEING,737-790
3015,N277AK,BOEING,737-900ER
3016,N487AS,BOEING,737-990ER
3017,N247NN,EMBRAER,ERJ 170-200 LR
3018,N642AE,EMBRAER,EMB-145LR
3019,N935AE,EMBRAER,EMB-145LR
3020,N694AE,EMBRAER,EMB-145LR
3021,N233NN,EMBRAER,ERJ 170-200 LR
3022,N655AE,EMBRAER,EMB-145LR
3023,N661JA,EMBRAER,EMB-145LR
3024,N830AE,EMBRAER,EMB-135KL
3025,N815AE,EMBRAER,EMB-135KL
3026,N725PS,BOMBARDIER INC,CL-600-2C10
3027,N546FF,BOMBARDIER INC,CL-600-2C10
3028,N720PS,BOMBARDIER INC,CL-600-2C10
3029,N712PS,BOMBARDIER INC,CL-600-2C10
3030,N512AE,BOMBARDIER INC,CL-600-2C10
3031,N931EV,BOMBARDIER INC,CL-600-2B19
3032,N163SY,EMBRAER S A,ERJ 170-200 LR
3033,N904EV,BOMBARDIER INC,CL-600-2B19
3034,N629BR,BOMBARDIER INC,CL-600-2B19
3035,N125AA,AIRBUS,A321-231
3036,N865NN,BOEING,737-823
3037,N964AN,BOEING,737-823
3038,N847NN,BOEING,737-823
3039,N987AN,BOEING,737-823
3040,N913NN,BOEING,737-823
3041,N339PL,BOEING,737-800
3042,N955AN,BOEING,737-823
3043,N914NN,BOEING,737-823
3044,N727YX,EMBRAER S A,ERJ 170-200 LR
3045,N861RW,EMBRAER,ERJ 170-100 SE
3046,N228PQ,BOMBARDIER INC,CL-600-2D24
3047,N337PQ,BOMBARDIER INC,CL-600-2D24
3048,N335PQ,BOMBARDIER INC,CL-600-2D24
3049,N330PQ,BOMBARDIER INC,CL-600-2D24
3050,N932XJ,BOMBARDIER INC,CL-600-2D24
3051,N8694A,BOMBARDIER INC,CL-600-2B19
3052,N326PQ,BOMBARDIER INC,CL-600-2D24
3053,N251AK,BOEING,737-990ER
3054,N266AK,BOEING,737-900ER
3055,N528AS,BOEING,737-890
3056,N286VA,AIRBUS,A320-214
3057,N668NK,AIRBUS,A321-231
3058,N652NK,AIRBUS,A320-232
3059,N509AE,BOMBARDIER INC,CL-600-2C10
3060,N703PS,BOMBARDIER INC,CL-600-2C10
3061,N198AA,BOEING,757-223
3062,N905AU,AIRBUS,A321-231
3063,N144AN,AIRBUS,A321-231
3064,N123NN,AIRBUS,A321-231
3065,N118NN,AIRBUS INDUSTRIE,A321-231
3066,N132AN,AIRBUS,A321-231
3067,N945AN,BOEING,737-823
3068,N946AN,BOEING,737-823
3069,N833NN,BOEING,737-823
3070,N190AA,BOEING,757-223
3071,N197AN,BOEING,757-223
3072,N186AN,BOEING,757-223
3073,N309PC,BOEING,737-800
3074,N807NN,BOEING,737-823
3075,N840NN,BOEING,737-823
3076,N968NN,BOEING,737-823
3077,N986NN,BOEING,737-823
3078,N841NN,BOEING,737-823
3079,N9008U,AIRBUS,A319-115
3080,N955NN,BOEING,737-823
3081,N980AN,BOEING,737-823
3082,N825NN,BOEING,737-823
3083,N344PP,BOEING,737-800
3084,N953AN,BOEING,737-823
3085,N994AN,AIRBUS,A321-231
3086,N926AN,BOEING,737-823
3087,N393AN,BOEING,767-323
3088,N131NN,AIRBUS,A321-231
3089,N148AN,AIRBUS,A321-231
3090,N129AA,AIRBUS,A321-231
3091,N950NN,BOEING,737-823
3092,N971NN,BOEING,737-823
3093,N988AL,AIRBUS,A321-231
3094,N917AN,BOEING,737-823
3095,N864NN,BOEING,737-823
3096,N204JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3097,N873RW,EMBRAER,ERJ 170-100SU
3098,N810MD,EMBRAER,ERJ 170-100SU
3099,N875RW,EMBRAER,ERJ 170-100 LR
3100,N869RW,EMBRAER,ERJ 170-100 SE
3101,N2332U,BOEING,777-300ER
3102,N771UA,BOEING,777-222
3103,N3772H,BOEING,737-832
3104,N3750D,BOEING,737-832
3105,N302PQ,BOMBARDIER INC,CL-600-2D24
3106,N279PQ,BOMBARDIER INC,CL-600-2D24
3107,N568JB,AIRBUS,A320-232
3108,N263NN,EMBRAER S A,ERJ 170-200 LR
3109,N224NN,EMBRAER S A,ERJ 170-200 LR
3110,N650AE,EMBRAER,EMB-145LR
3111,N901NK,AIRBUS,A320-271N
3112,N987SW,BOMBARDIER INC,CL-600-2B19
3113,N982TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3114,N961TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3115,N972TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3116,N868NN,BOEING,737-823
3117,N924NN,BOEING,737-823
3118,N143AN,AIRBUS,A321-231
3119,N878NN,BOEING,737-823
3120,N906AN,BOEING,737-823
3121,N910NN,BOEING,737-823
3122,N9616G,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3123,N990AN,BOEING,737-823
3124,N998AN,AIRBUS,A321-231
3125,N983NN,BOEING,737-823
3126,N962AN,BOEING,737-823
3127,N814NN,BOEING,737-823
3128,N980NN,BOEING,737-823
3129,N354PT,BOEING,737-800
3130,N942AN,BOEING,737-823
3131,N910AN,BOEING,737-823
3132,N162AA,AIRBUS,A321-231
3133,N880NN,BOEING,737-823
3134,N903AN,BOEING,737-823
3135,N172AJ,BOEING,757-223
3136,N177AN,BOEING,757-223
3137,N3014R,AIRBUS,A319-115
3138,N235FR,AIRBUS,A320-214
3139,N324FR,AIRBUS,A320-251N
3140,N893UA,AIRBUS,A319-132
3141,N217UA,BOEING,777-222
3142,N77536,BOEING,737-824
3143,N301DQ,BOEING,737-732
3144,N354NB,AIRBUS,A319-114
3145,N814DN,BOEING,737-932ER
3146,N348PQ,BOMBARDIER INC,CL-600-2D24
3147,N135EV,BOMBARDIER INC,CL-600-2D24
3148,N329PQ,BOMBARDIER INC,CL-600-2D24
3149,N137EV,BOMBARDIER INC,CL-600-2D24
3150,N622AS,BOEING,737-790
3151,N263AK,BOEING,737-990ER
3152,N364VA,AIRBUS,A320-214
3153,N915AN,BOEING,737-823
3154,N738US,AIRBUS INDUSTRIE,A319-112
3155,N987AM,AIRBUS,A321-231
3156,N986AN,AIRBUS,A321-231
3157,N802AW,AIRBUS INDUSTRIE,A319-132
3158,N770UW,AIRBUS INDUSTRIE,A319-112
3159,N886NN,BOEING,737-823
3160,N156AN,AIRBUS,A321-231
3161,N161AA,AIRBUS,A321-231
3162,N793AN,BOEING,777-223
3163,N805AN,BOEING,787-8
3164,N817AN,BOEING,787-8
3165,N329FR,AIRBUS,A320-251N
3166,N787UA,BOEING,777-222
3167,N915DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
3168,N775DE,BOEING,737-8EH
3169,N3743H,BOEING,737-832
3170,N275AK,BOEING,737-900ER
3171,N267AK,BOEING,737-900ER
3172,N932AE,EMBRAER,EMB-145LR
3173,N508AE,BOMBARDIER INC,CL-600-2C10
3174,N516AE,BOMBARDIER INC,CL-600-2C10
3175,N805NN,BOEING,737-823
3176,N809NN,BOEING,737-823
3177,N808AW,AIRBUS INDUSTRIE,A319-132
3178,N857RW,EMBRAER,ERJ 170-100 SE
3179,N639RW,EMBRAER,ERJ 170-100 SE
3180,N895UA,AIRBUS,A319-132
3181,N889UA,AIRBUS,A319-132
3182,N794UA,BOEING,777-222
3183,N3752,BOEING,737-832
3184,N307DQ,BOEING,737-732
3185,N888DU,BOEING,737-900ER
3186,N538CA,BOMBARDIER INC,CL-600-2D24
3187,N298PQ,BOMBARDIER INC,CL-600-2D24
3188,N197PQ,BOMBARDIER INC,CL-600-2D24
3189,N309PQ,BOMBARDIER INC,CL-600-2D24
3190,N272PQ,BOMBARDIER INC,CL-600-2D24
3191,N284AK,BOEING,737-900ER
3192,N287AK,BOEING,737-900ER
3193,N618AS,BOEING,737-790
3194,N683NK,AIRBUS,A321-231
3195,N718PS,BOMBARDIER INC,CL-600-2C10
3196,N518AE,BOMBARDIER INC,CL-600-2C10
3197,N130AN,AIRBUS,A321-231
3198,N990AU,AIRBUS,A321-231
3199,N962TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3200,N157AA,AIRBUS,A321-231
3201,N166NN,AIRBUS,A321-231
3202,N9006,AIRBUS,A319-115
3203,N306RC,BOEING,737-8
3204,N921NN,BOEING,737-823
3205,N159AN,AIRBUS,A321-231
3206,N903AA,AIRBUS,A321-231
3207,N733UW,AIRBUS INDUSTRIE,A319-112
3208,N210JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3209,N880RW,EMBRAER,ERJ 170-100 LR
3210,N205JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3211,N77538,BOEING,737-800
3212,N313PQ,BOMBARDIER INC,CL-600-2D24
3213,N746JB,AIRBUS,A320-232
3214,N902NK,AIRBUS,A320-271N
3215,N681NK,AIRBUS,A321-231
3216,N9619V,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3217,N7548A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3218,N979TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3219,N9628W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3220,N160AN,AIRBUS,A321-231
3221,N149AN,AIRBUS,A321-231
3222,N869NN,BOEING,737-823
3223,N909AN,BOEING,737-823
3224,N8030F,AIRBUS,A319-115
3225,N238FR,AIRBUS,A320-214
3226,N713FR,AIRBUS,A321-211
3227,N714FR,AIRBUS,A321-211
3228,N910FR,AIRBUS,A319-112
3229,N3731T,BOEING,737-832
3230,N3742C,BOEING,737-832
3231,N305PQ,BOMBARDIER INC,CL-600-2D24
3232,N325PQ,BOMBARDIER INC,CL-600-2D24
3233,N678CA,BOMBARDIER INC,CL-600-2D24
3234,N283AK,BOEING,737-900ER
3235,N627JB,AIRBUS,A320-232
3236,N838AW,AIRBUS,A319-132
3237,N139AN,AIRBUS,A321-231
3238,N991AU,AIRBUS,A321-231
3239,N801AC,BOEING,787-8
3240,N811AB,BOEING,787-8
3241,N818AL,BOEING,787-8
3242,N863NN,BOEING,737-823
3243,N301FR,AIRBUS,A320-251N
3244,N719FR,AIRBUS,A321-211
3245,N3739P,BOEING,737-832
3246,N285VA,AIRBUS,A320-214
3247,N285AK,BOEING,737-900ER
3248,N528VA,AIRBUS,A319-112
3249,N515AE,BOMBARDIER INC,CL-600-2C10
3250,N534EA,CHRISTOPHER LORD,ELA 07 SCORPION
3251,N442SW,BOMBARDIER INC,CL-600-2B19
3252,N630SK,BOMBARDIER INC,CL-600-2C10
3253,N314PD,BOEING,737-800
3254,N894NN,BOEING,737-823
3255,N978UY,AIRBUS,A321-231
3256,N782UA,BOEING,777-222
3257,N3766,BOEING,737-832
3258,N308DE,BOEING,737-732
3259,N297PQ,BOMBARDIER INC,CL-600-2D24
3260,N8976E,BOMBARDIER INC,CL-600-2B19
3261,N303PQ,BOMBARDIER INC,CL-600-2D24
3262,N299PQ,BOMBARDIER INC,CL-600-2D24
3263,N612AS,BOEING,737-790
3264,N537EA,BOMBARDIER INC,CL-600-2C10
3265,N906AA,AIRBUS,A321-231
3266,N133AN,AIRBUS,A321-231
3267,N199AN,BOEING,757-223
3268,N9026C,AIRBUS,A319-115
3269,N701UW,AIRBUS INDUSTRIE,A319-112
3270,N918AN,BOEING,737-823
3271,N874RW,EMBRAER,ERJ 170-100SU
3272,N212JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3273,N878RW,EMBRAER,ERJ 170-100 LR
3274,N872RW,EMBRAER,ERJ 170-100SU
3275,N349PQ,BOMBARDIER INC,CL-600-2D24
3276,N225NN,EMBRAER S A,ERJ 170-200 LR
3277,N868CA,BOMBARDIER INC,CL-600-2B19
3278,N165SY,EMBRAER S A,ERJ 170-200 LR
3279,N7547A,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3280,N70425,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3281,N167AN,AIRBUS,A321-231
3282,N904AA,AIRBUS,A321-231
3283,N196AA,BOEING,757-223
3284,N191AN,BOEING,757-223
3285,N9023N,AIRBUS,A319-115
3286,N8001N,AIRBUS,A319-115
3287,N9022G,AIRBUS,A319-115
3288,N312FR,AIRBUS,A320-251N
3289,N323FR,AIRBUS,A320-251N
3290,N720FR,AIRBUS,A321-211
3291,N304FR,AIRBUS,A320-251N
3292,N344NB,AIRBUS,A319-114
3293,N3769L,BOEING,737-832
3294,N897DN,BOEING,737-900ER
3295,N236AK,BOEING,737-990ER
3296,N238AK,BOEING,737-990ER
3297,N280AK,BOEING,737-900ER
3298,N523VA,AIRBUS,A319-112
3299,N524VA,AIRBUS,A319-112
3300,N971AN,BOEING,737-823
3301,N840AW,AIRBUS,A319-132
3302,N754UW,AIRBUS INDUSTRIE,A319-112
3303,N134AN,AIRBUS,A321-231
3304,N810AN,BOEING,787-8
3305,N807AA,BOEING,787-8
3306,N328FR,AIRBUS,A320-251N
3307,N330FR,AIRBUS,A320-251N
3308,N717FR,AIRBUS,A321-211
3309,N530VA,AIRBUS,A319-112
3310,N505AE,BOMBARDIER INC,CL-600-2C10
3311,N517AE,BOMBARDIER INC,CL-600-2C10
